76089	0
76428	0
76443	0
77359	0
76278	0
76247	0
76282	0
76198	0
77282	0
76335	0
76332	0
76538	0
76351	0
76199	0
76327	0
76179	0
76546	0
77265	0
77372	0
76298	0
76262	0
76476	0
76414	0
77398	0
75918	0
76533	0
76308	0
76193	0
76364	0
76187	0
75957	0
76142	0
76521	0
77251	0
75958	0
76542	0
77804	0
51634	1
52248	1
51496	1
51834	1
50519	1
52100	1
52136	1
52198	1
50452	1
51982	1
51502	1
51534	1
52123	1
52265	1
52262	1
50550	1
52200	1
51818	1
52290	1
51687	1
52005	1
50551	1
51606	1
52077	1
51697	1
51652	1
52211	1
52229	1
52216	1
50525	1
52071	1
52441	1
50540	1
52161	1
52168	1
52167	1
52308	1
51959	1
104607	2
104637	2
104862	2
104891	2
104469	2
102689	2
104919	2
104546	2
104973	2
104345	2
104775	2
104761	2
104969	2
104509	2
104369	2
104350	2
99971	2
105086	2
104840	2
102724	2
104877	2
104426	2
104613	2
104431	2
104603	2
104651	2
102683	2
102670	2
104325	2
104777	2
104589	2
102612	2
104723	2
104771	2
104747	2
104946	2
105048	2
105079	2
53792	3
54749	3
53531	3
54117	3
53966	3
53968	3
54712	3
54009	3
52599	3
53871	3
54039	3
54041	3
54220	3
53691	3
54071	3
54221	3
54159	3
53944	3
52664	3
54307	3
53921	3
54556	3
53973	3
53547	3
53952	3
54513	3
53550	3
53753	3
53559	3
53954	3
53881	3
53680	3
52560	3
53874	3
53811	3
54201	3
54011	3
53650	3
54542	8
54588	8
55233	8
55490	8
54181	8
54385	8
54382	8
55096	8
54235	8
54669	8
54602	8
54895	8
54666	8
54269	8
54619	8
54681	8
54886	8
54821	8
54642	8
55077	8
55273	8
53327	8
54559	8
54525	8
55060	8
53301	8
54744	8
54176	8
53354	8
54727	8
55231	8
53338	8
54405	8
54836	8
54699	8
54290	8
178941	4
178384	4
179039	4
178431	4
178498	4
178892	4
178452	4
177008	4
178611	4
178736	4
178319	4
178774	4
176885	4
176871	4
178781	4
178514	4
178721	4
176935	4
177021	4
178432	4
176956	4
176969	4
178608	4
177016	4
178612	4
178876	4
178885	4
178646	4
178848	4
178410	4
67108	5
67334	5
67358	5
67100	5
67552	5
68115	5
66429	5
66966	5
67029	5
67246	5
68003	5
68231	5
67284	5
67045	5
67255	5
68016	5
67405	5
68248	5
66891	5
68108	5
67326	5
67548	5
67320	5
67363	5
68313	5
67194	5
67568	5
67161	5
66875	5
67013	5
68251	5
68000	5
67280	5
68243	5
67202	5
67438	5
67436	5
67052	5
66913	5
38298	6
38433	6
38434	6
38600	6
38255	6
38808	6
38654	6
38380	6
38522	6
38525	6
38373	6
38318	6
39033	6
39002	6
38786	6
39068	6
38919	6
38745	6
38902	6
38732	6
38704	6
38956	6
38486	6
38475	6
38426	6
38284	6
38246	6
38241	6
38232	6
38634	6
38261	6
38695	6
38785	6
38748	6
38527	6
38378	6
39054	6
38362	6
60771	7
61030	7
61097	7
60946	7
58926	7
60971	7
60712	7
60205	7
61116	7
60869	7
60274	7
60227	7
60229	7
60217	7
60817	7
60965	7
58968	7
61013	7
58902	7
60796	7
60791	7
60939	7
58912	7
58923	7
60514	7
58977	7
60524	7
60140	7
60381	7
61061	7
58835	7
60451	7
60655	7
60897	7
60255	7
60899	7
60852	7
60283	7
60813	7
83983	9
84199	9
83985	9
84304	9
83741	9
84240	9
84248	9
84241	9
83867	9
83447	9
83485	9
84299	9
84209	9
84434	9
84296	9
84570	9
83900	9
84182	9
83568	9
84342	9
83503	9
84568	9
84194	9
83974	9
